name,url,specific-varieties
Lupine,https://www.johnnyseeds.com/flowers/lupine/,"[{'variety-name': ""Russell's Formula Mix"", 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/russells-formula-mix-lupine-seed-1130.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd10ff1c9/images/products/flowers/01130_01_russell_formula_mix_lupine.jpg?sw=400&cx=302&cy=0&cw=1196&ch=1196'}, {'variety-name': 'Chatelaine', 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/chatelaine-lupine-seed-4917.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwacdc9e27/images/products/flowers/04917_01_chandelier_lupine_flower.jpg?sw=400&sh=400'}, {'variety-name': 'Perennial Lupine', 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/perennial-lupine-flower-seed-1820.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a5334fb/images/products/flowers/01820_01_perennlupine.jpg?sw=400&sh=400'}, {'variety-name': 'My Castle', 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/my-castle-lupine-seed-4914.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw85bf85b6/images/products/flowers/04914_01_my_castle_lupine_flower.jpg?sw=400&sh=400'}, {'variety-name': 'Noble Maiden', 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/noble-maiden-lupine-seed-4916.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw20d75e73/images/products/flowers/04916_01_nobel_maiden_lupine_flower.jpg?sw=400&sh=400'}, {'variety-name': 'Chandelier', 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/chandelier-lupine-seed-4915.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd1acf4f8/images/products/flowers/04915_01_chandelier_lupine_flower.jpg?sw=400&sh=400'}, {'variety-name': 'The Governor', 'QR-url': 'https://www.johnnyseeds.com/flowers/lupine/the-governor-lupine-seed-4913.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw96248def/images/products/flowers/04913_01_the_govenor_lupine_flower.jpg?sw=400&sh=400'}]"
Marigold,https://www.johnnyseeds.com/flowers/marigold/,"[{'variety-name': 'Giant Yellow', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/giant-yellow-marigold-seed-1884.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw87f9924f/images/products/flowers/01884_01_giantyellow.jpg?sw=400&sh=400'}, {'variety-name': 'Durango Outback Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/durango-outback-mix-marigold-seed-1821.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0496c046/images/products/flowers/01821_01_durangooutback.jpg?sw=400&cx=402&cy=78&cw=1000&ch=1000'}, {'variety-name': 'White Swan', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/white-swan-f1-marigold-seed-4641.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwa6fd94c6/images/products/flowers/04641_01_whiteswan.jpg?sw=400&sh=400'}, {'variety-name': 'Coco™ Gold', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/coco-gold-f1-marigold-seed-4097.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw07122a89/images/products/flowers/04097_01_coco_gold.jpg?sw=400&sh=400'}, {'variety-name': 'Queen Sophia', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/queen-sophia-marigold-seed-1617.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw3967db80/images/products/flowers/01617_01_queen_sophia.jpg?sw=400&cx=402&cy=106&cw=1000&ch=1000'}, {'variety-name': 'Tangerine Gem', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/tangerine-gem-marigold-seed-1411.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw70926e22/images/products/flowers/01411_01_tangerine_gem.jpg?sw=400&cx=336&cy=44&cw=1105&ch=1105'}, {'variety-name': 'Giant Orange', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/giant-orange-marigold-seed-1883.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwbb163301/images/products/flowers/01883_01_giantorange.jpg?sw=400&sh=400'}, {'variety-name': 'Lemon Gem', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/lemon-gem-marigold-seed-1410.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwfa6f3f7d/images/products/flowers/01410_01_lemongem.jpg?sw=400&sh=400'}, {'variety-name': 'Lemon Star', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/lemon-star-marigold-seed-1979.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw5ce9df74/images/products/flowers/01979_01_lemonstar.jpg?sw=400&sh=400'}, {'variety-name': 'Nosento Limegreen', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/nosento-limegreen-f1-marigold-seed-4174.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd3844d67/images/products/flowers/04174_01_nosento.jpg?sw=400&sh=400'}, {'variety-name': 'Red Gem', 'QR-url': 'https://www.johnnyseeds.com/flowers/marigold/red-gem-marigold-seed-1857.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw7ebf8248/images/products/flowers/01857_03_redgem.jpg?sw=400&cx=302&cy=0&cw=1196&ch=1196'}]"
Marjoram,https://www.johnnyseeds.com/flowers/marjoram/,"[{'variety-name': 'Wild Marjoram', 'QR-url': 'https://www.johnnyseeds.com/herbs/marjoram/wild-marjoram-organic-herb-seed-2923G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2407eb50/images/products/herbs/02923g_01_wildmarjoram.jpg?sw=400&sh=400'}]"
Matricaria (Feverfew),https://www.johnnyseeds.com/flowers/matricaria-feverfew/,"[{'variety-name': 'Magic Single', 'QR-url': 'https://www.johnnyseeds.com/flowers/matricaria-feverfew/magic-single-organic-matricaria-seed-1957G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2294c4ac/images/products/flowers/01957g_01_mgix_single.jpg?sw=400&sh=400'}, {'variety-name': 'Tetra White', 'QR-url': 'https://www.johnnyseeds.com/flowers/matricaria-feverfew/tetra-white-matricaria-seed-1708.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb8a40261/images/products/flowers/01708_01_tetrawhite.jpg?sw=400&sh=400'}, {'variety-name': 'Magic Lime Green', 'QR-url': 'https://www.johnnyseeds.com/flowers/matricaria-feverfew/magic-lime-green-organic-matricaria-seed-1956G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwecc85e5f/images/products/flowers/01956g_01_magic_lime_green.jpg?sw=400&sh=400'}, {'variety-name': 'Sunny Ball', 'QR-url': 'https://www.johnnyseeds.com/flowers/matricaria-feverfew/sunny-ball-organic-matricaria-seed-4335G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwa955a407/images/products/flowers/04335g_01_sunnyball.jpg?sw=400&sh=400'}, {'variety-name': 'Snow Ball', 'QR-url': 'https://www.johnnyseeds.com/flowers/matricaria-feverfew/snow-ball-organic-matricaria-seed-4338G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw853a6b78/images/products/flowers/04338g_01_snowball.jpg?sw=400&cx=175&cy=0&cw=1196&ch=1196'}, {'variety-name': 'Virgo', 'QR-url': 'https://www.johnnyseeds.com/flowers/matricaria-feverfew/virgo-matricaria-seed-3444.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw26711b61/images/products/flowers/03444_01_virgo.jpg?sw=400&cx=215&cy=0&cw=1196&ch=1196'}]"
Monarda (Bee Balm),https://www.johnnyseeds.com/flowers/monarda-bee-balm/,"[{'variety-name': 'Panorama Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/monarda-bee-balm/panorama-mix-monarda-seed-908.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw10ea70c1/images/products/flowers/00908_01_panoramamix.jpg?sw=400&sh=400'}, {'variety-name': 'Wild Bergamot', 'QR-url': 'https://www.johnnyseeds.com/flowers/monarda-bee-balm/wild-bergamot-monarda-seed-827.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2f7c379a/images/products/herbs/00827_01_wildbergamot.jpg?sw=400&sh=400'}, {'variety-name': 'Lemon Mint', 'QR-url': 'https://www.johnnyseeds.com/flowers/monarda-bee-balm/lemon-mint-monarda-seed-3783.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw80409bc0/images/products/flowers/03783_01_lemon_mint.jpg?sw=400&sh=400'}]"
Mountain Mint,https://www.johnnyseeds.com/flowers/mountain-mint/,"[{'variety-name': 'Mountain Mint', 'QR-url': 'https://www.johnnyseeds.com/herbs/mountain-mint/mountain-mint-herb-seed-2919.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwba2fa15c/images/products/herbs/02919_01_mountainmint.jpg?sw=400&sh=400'}]"
Narcissus,https://www.johnnyseeds.com/flowers/narcissus/,"[{'variety-name': 'Suncatcher®', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/suncatcher-narcissus-bulb-6076.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwcc273d4b/images/products/flowers/6076_01_suncather.jpg?sw=400&sh=400'}, {'variety-name': 'My Story®', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/my-story-narcissus-bulb-6078.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw315c390a/images/products/flowers/6078_01_my_story.jpg?sw=400&sh=400'}, {'variety-name': 'Late Narcissus Set', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/late-narcissus-set-narcissus-bulbs-late_narcissus_ps.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwc3c41ae7/images/products/flowers/latedafs_ps.jpg?sw=400&cx=440&cy=113&cw=1000&ch=1000'}, {'variety-name': 'Yellow Cheerfulness', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/yellow-cheerfulness-narcissus-bulb-3467.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw7d406369/images/products/flowers/03467_01_yellow_cheerfulness.jpg?sw=400&sh=400'}, {'variety-name': 'Cheerfulness', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/cheerfulness-narcissus-bulb-3551.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb61cb516/images/products/flowers/03551_01_cheerfulness.jpg?sw=400&sh=400'}, {'variety-name': 'Geranium', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/geranium-narcissus-bulb-3556.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1a0b0681/images/products/flowers/03556_04_geranium.jpg?sw=400&cx=402&cy=61&cw=1000&ch=1000'}, {'variety-name': 'British Gamble', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/british-gamble-narcissus-bulb-4860.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw561186ed/images/products/flowers/4860_03_british_gamble.jpg?sw=400&sh=400'}, {'variety-name': 'Gay Tabor', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/gay-tabor-narcissus-bulb-4558.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2275a269/images/products/flowers/04558_01_gaytabor.jpg?sw=400&sh=400'}, {'variety-name': 'Apricot Whirl', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/apricot-whirl-narcissus-bulb-4825.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwe5455d1e/images/products/flowers/04825_01_apricot_whirl.jpg?sw=400&sh=400'}, {'variety-name': 'Obdam', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/obdam-narcissus-bulb-3552.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwe7719979/images/products/flowers/03552_01_obdam.jpg?sw=400&sh=400'}, {'variety-name': 'Flower Surprise', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/flower-surprise-narcissus-bulb-4560.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwfe2708a6/images/products/flowers/04560_01_flowersurprise.jpg?sw=400&sh=400'}, {'variety-name': 'Bellabombe', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/bellabombe-narcissus-bulb-4863.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwbd2605f7/images/products/flowers/04863_01_bellabombe.jpg?sw=400&sh=400'}, {'variety-name': 'Precocious', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/precocious-narcissus-bulb-4559.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw58c2f91a/images/products/flowers/04559_01_precocious.jpg?sw=400&sh=400'}, {'variety-name': 'Acropolis', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/acropolis-narcissus-bulb-4083.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw4eef2d21/images/products/flowers/04083_01_acropolis.jpg?sw=400&cx=381&cy=186&cw=1000&ch=1000'}, {'variety-name': 'Easter Born', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/easter-born-narcissus-bulb-4861.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw3faa0a19/images/products/flowers/04861_01_easter_born_narcissus.jpg?sw=400&cx=372&cy=45&cw=1000&ch=1000'}, {'variety-name': 'Martha Stewart', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/martha-stewart-narcissus-bulb-4824.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwe92eb935/images/products/flowers/04821_01_marthastewart.jpg?sw=400&sh=400'}, {'variety-name': 'Orangery', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/orangery-narcissus-bulb-4218.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw173844ae/images/products/flowers/04218_01_orangy.jpg?sw=400&cx=322&cy=25&cw=1140&ch=1140'}, {'variety-name': 'Kapiti® Peach', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/kapiti-peach-narcissus-bulb-4862.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw6f4d52a1/images/products/flowers/04862_02_kapiti_peach_narcissus.jpg?sw=400&cx=302&cy=0&cw=1196&ch=1196'}, {'variety-name': 'Prosecco', 'QR-url': 'https://www.johnnyseeds.com/flowers/narcissus/prosecco-narcissus-bulb-4232.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw4039286c/images/products/flowers/04232_01_prosecco.jpg?sw=400&sh=400'}]"
Nasturtium,https://www.johnnyseeds.com/flowers/nasturtium/,"[{'variety-name': 'Alaska Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/alaska-mix-nasturtium-seed-1202.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwbc241a1a/images/products/flowers/01202_01_alaskamixbouquet.jpg?sw=400&cx=356&cy=148&cw=1000&ch=1000'}, {'variety-name': 'Trailing Nasturtium Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/trailing-nasturtium-mix-flower-seed-1201.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2b3a26ca/images/products/flowers/01201_01_trailing.jpg?sw=400&cx=406&cy=98&cw=1032&ch=1032'}, {'variety-name': 'Kaleidoscope Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/kaleidoscope-mix-organic-nasturtium-seed-1882G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw50f00071/images/products/flowers/01882g_01_kaleidoscope.jpg?sw=400&cx=380&cy=156&cw=1000&ch=1000'}, {'variety-name': 'Bloody Mary', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/bloody-mary-nasturtium-seed-4090.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwfa116ec2/images/products/flowers/4090_01_bloodymary.jpg?sw=400&sh=400'}, {'variety-name': 'Jewel Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/jewel-mix-nasturtium-seed-1420.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw76332730/images/products/flowers/01420_01_jewel.jpg?sw=400&cx=336&cy=46&cw=1106&ch=1106'}, {'variety-name': 'Empress of India', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/empress-of-india-nasturtium-seed-1824.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw615a2855/images/products/flowers/01824_01_empress_india.jpg?sw=400&cx=306&cy=20&cw=1158&ch=1158'}, {'variety-name': 'Empress of India', 'QR-url': 'https://www.johnnyseeds.com/flowers/nasturtium/empress-of-india-organic-nasturtium-seed-1824G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb8f0e121/images/products/flowers/01824g_01_empress_india.jpg?sw=400&cx=302&cy=21&cw=1174&ch=1174'}]"
Nicotiana,https://www.johnnyseeds.com/flowers/nicotiana/,"[{'variety-name': 'Starlight Dancer', 'QR-url': 'https://www.johnnyseeds.com/flowers/nicotiana/starlight-dancer-nicotiana-seed-4591.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw28d95bae/images/products/flowers/04591_01_starlightdancer.jpg?sw=400&sh=400'}, {'variety-name': 'Bronze Queen', 'QR-url': 'https://www.johnnyseeds.com/flowers/nicotiana/bronze-queen-nicotiana-seed-4557.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw499e1e74/images/products/flowers/04557_01_bronze_queen.jpg?sw=400&sh=400'}]"
Nigella,https://www.johnnyseeds.com/flowers/nigella/,"[{'variety-name': 'Delft Blue', 'QR-url': 'https://www.johnnyseeds.com/flowers/nigella/delft-blue-nigella-seed-1955.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw539ea0e5/images/products/flowers/01955_01_delftblue.jpg?sw=400&cx=174&cy=106&cw=1088&ch=1088'}, {'variety-name': 'Love-In-A-Mist', 'QR-url': 'https://www.johnnyseeds.com/flowers/nigella/love-in-a-mist-nigella-seed-1532.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1977a417/images/products/flowers/01532_01_loveinamist.jpg?sw=400&sh=400'}, {'variety-name': 'Albion Green Pod', 'QR-url': 'https://www.johnnyseeds.com/flowers/nigella/albion-green-pod-nigella-seed-1804.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw3bee7331/images/products/flowers/01804_01_albion_green_pod.jpg?sw=400&cx=216&cy=84&cw=1112&ch=1112'}, {'variety-name': 'Albion Black Pod', 'QR-url': 'https://www.johnnyseeds.com/flowers/nigella/albion-black-pod-nigella-seed-3312.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw10bc4d5e/images/products/flowers/03312_01_albion_black_pod.jpg?sw=400&cx=200&cy=48&cw=1020&ch=1020'}, {'variety-name': 'Miss Jekyll Dark Blue', 'QR-url': 'https://www.johnnyseeds.com/flowers/nigella/miss-jekyll-dark-blue-organic-nigella-seed-4402G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1fd152d0/images/products/flowers/04402g_01_miss_jekyll.jpg?sw=400&sh=400'}, {'variety-name': 'Love-In-A-Mist', 'QR-url': 'https://www.johnnyseeds.com/flowers/nigella/love-in-a-mist-organic-nigella-seed-1532G.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1977a417/images/products/flowers/01532_01_loveinamist.jpg?sw=400&sh=400'}]"
Orlaya,https://www.johnnyseeds.com/flowers/orlaya/,"[{'variety-name': 'White Finch', 'QR-url': 'https://www.johnnyseeds.com/flowers/orlaya/white-finch-orlaya-seed-1774.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0ce4e08d/images/products/flowers/01774_01_whitefinch.jpg?sw=400&sh=400'}]"
Phacelia,https://www.johnnyseeds.com/flowers/phacelia/,"[{'variety-name': 'Phacelia', 'QR-url': 'https://www.johnnyseeds.com/flowers/phacelia/phacelia-flower-seed-4771.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb4bc3535/images/products/flowers/04771_01_phacelia.jpg?sw=400&sh=400'}]"
Phlox,https://www.johnnyseeds.com/flowers/phlox/,"[{'variety-name': 'Cherry Caramel', 'QR-url': 'https://www.johnnyseeds.com/flowers/phlox/cherry-caramel-phlox-seed-1928.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf544f3a1/images/products/flowers/01928_01_cherrycaramel.jpg?sw=400&cx=116&cy=0&cw=1196&ch=1196'}, {'variety-name': 'Art Shades Mix', 'QR-url': 'https://www.johnnyseeds.com/flowers/phlox/art-shades-mix-phlox-seed-1934.html', 'plant-photo-url': 'https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf3e4b477/images/products/flowers/01934_01_artshadesmix.jpg?sw=400&cx=188&cy=0&cw=1196&ch=1196'}]"
